Name,Year,Genre,Director,Writers,Rating,Liked,Acting,Story,Music
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,Comedy,Jason Woliner,"Peter Baynham, Jena Friedman, Nina Pedrad, Dan Swimer, Sacha Baron Cohen, Lee Kern, Erica Rivinoja, Anthony Hines, Dan Mazer",4,Yes,4,4.5,4
The Girl with the Dragon Tattoo,2011,"Thriller, Crime, Mystery",,Steven Zaillian,3,No,3,3.5,3
Jack the Giant Slayer,2013,"Fantasy, Action, Adventure, Drama",Bryan Singer,"Darren Lemke, Christopher McQuarrie, Dan Studney, David Dobkin",3.5,Yes,3.5,3.5,3
Haunted-3D,2011,"Horror, Thriller",,Unknown,4,Yes,4,4.5,4
Bhoot Returns,2012,Horror,Ram Gopal Varma,Ram Gopal Varma,3,No,3,3.5,3
Shaapit,2010,Horror,,"Dheeraj Rattan, Vikram Bhatt",4,Yes,4,4.5,4
GHOUL,2018,"Thriller, Horror",Petr J·kl,"Petr Bok, Petr J·kl",4,Yes,4,4.5,4
Luck,2009,"Animation, Adventure, Comedy, Fantasy, Family",,"Kiel Murray, Glenn Berger, Jonathan Aibel",3,Yes,3,3.5,3
Toonpur Ka Superrhero,2010,"Action, Adventure, Animation",Kireet Khurana,"Kireet Khurana, Raagi Bhatnagar",4,Yes,4,4.5,4
Bharat,2019,"Action, History, Drama",,Ali Abbas Zafar,0.5,No,0.5,0.5,0
Hero,1983,"Comedy, Drama",Bill Forsyth,Bill Forsyth,3.5,Yes,3.5,3.5,3
Call My Agent Bollywood,2021,Not Found,,Not Found,3.5,Yes,3.5,3.5,3
Sardar Udham,2021,"Crime, Drama, History",Shoojit Sircar,"Shubendu Bhattacharya, Ritesh Shah",1.5,No,1.5,1.5,1
Ramayana : The Legend of Prince Rama,1993,"Animation, Action, Adventure, Fantasy",,"Narendra Sharma, Rani Burra, Koichi Sasaki, Hiroshi Onogi, Y˚gÙ SakÙ, Ram Mohan",3.5,Yes,3.5,3.5,3
Bal Hanuman - Return of the Demon,2010,,Pankaj Sharma,Unknown,3.5,Yes,3.5,3.5,3
Return Of Hanuman,2007,"Animation, Family, Action, Adventure",,"Amit Babbar, Anurag Kashyap",4,Yes,4,4.5,4
Hanuman,2005,"Adventure, Family, Romance, Fantasy",FrÈdÈric Fougea,"Michel Fessler, FrÈdÈric Fougea, Eric Collins",4.5,Yes,4.5,4.5,4
Zokkomon,2011,"Action, Adventure, Family",,Unknown,2.5,No,2.5,2.5,2
Chain Kulii Ki Main Kulii,2007,"Comedy, Drama, Family, Fantasy",Karanjeet Saluja,"Nupur Asthana, Jay Shewakramani",4,Yes,4,4.5,4
Murder on the Orient Express,2017,"Mystery, Drama, Crime",,Michael Green,3,No,3,3.5,3
Prisoners,2013,"Drama, Thriller, Crime",Denis Villeneuve,Aaron Guzikowski,2.5,No,2.5,2.5,2
Ramayana: The Epic,2010,"Animation, Action, Adventure",,"Chetan Desai, Rituraj Ramendra Tripathi",3.5,No,3.5,3.5,3
Taqdeerwala,1995,"Comedy, Fantasy, Action",K. Murali Mohana Rao,"S.V. Krishna Reddy, K. Murali Mohana Rao",4,Yes,4,4.5,4
Dus Kahaniyaan,2007,Drama,,Unknown,3.5,Yes,3.5,3.5,3
Krantiveer,1994,"Action, Crime, Drama",Mehul Kumar,K.K. Singh,3.5,Yes,3.5,3.5,3
Tanhaji: The Unsung Warrior,2020,"Action, Drama, History",,"Om Raut, Prakash R. Kapadia",3.5,Yes,3.5,3.5,3
Taarzan: The Wonder Car,2004,"Action, Romance",Abbas Alibhai Burmawalla,Sunny Mahajan,3.5,Yes,3.5,3.5,3
Action Jackson,2014,"Action, Comedy",,Robert Reneau,1,No,1,1.5,1
Himmatwala,2013,"Action, Comedy, Drama",K Raghavendra Rao,K Raghavendra Rao,1.5,No,1.5,1.5,1
Bhuj: The Pride of India,2021,"War, History, Action, Drama",,"Abhishek Dudhaiya, Raman Kumar, Ritesh Shah, Pooja Bhavoria",2,No,2,2.5,2
Guest iin London,2017,"Comedy, Drama",Ashwni Dhir,Unknown,0.5,No,0.5,0.5,0
Qayamat: City Under Threat,2003,"Action, Crime, Drama, Romance",,"Harry Baweja, Suparn Verma",3.5,Yes,3.5,3.5,3
Vivah,2006,"Romance, Drama",Sooraj Barjatya,Sooraj Barjatya,3.5,No,3.5,3.5,3
Fool N Final,2007,"Action, Comedy",,"Neeraj Vora, Anurag Kashyap, Umesh Shukla",3.5,Yes,3.5,3.5,3
Searching,2018,"Mystery, Thriller, Drama",Aneesh Chaganty,"Aneesh Chaganty, Sev Ohanian",4,Yes,4,4.5,4
Norbit,2007,Comedy,,"Eddie Murphy, Jay Scherick, David Ronn, Charlie Murphy",3.5,Yes,3.5,3.5,3
Coming to America,1988,"Comedy, Romance",John Landis,"David Sheffield, Barry W. Blaustein, Eddie Murphy",3.5,Yes,3.5,3.5,3
Jumbo,2008,"Animation, Comedy, Drama, Family, Fantasy",,"Widya Arifianti, Ryan Adriandhy",3.5,No,3.5,3.5,3
Pet Sematary,2019,Horror,Mary Lambert,Stephen King,3.5,No,3.5,3.5,3
Toy Story 2,1999,"Animation, Comedy, Family",,"Andrew Stanton, Rita Hsiao, Doug Chamberlin, Chris Webb",3,No,3,3.5,3
Cars 3,2017,"Animation, Family, Drama",Brian Fee,"Kiel Murray, Mike Rich, Bob Peterson",1.5,No,1.5,1.5,1
Tangled,2010,"Animation, Family, Adventure",,Dan Fogelman,3.5,Yes,3.5,3.5,3
Winnie the Pooh,2011,"Animation, Family, Adventure, Comedy",Stephen J. Anderson,"Nicole Mitchell, Clio Chiang, Stephen J. Anderson, Don Dougherty, Jeremy Spears, Brian Kesinger, Kendelle Hoyer, Don Hall",4,Yes,4,4.5,4
G-Force,2009,"Family, Fantasy, Action, Adventure, Comedy",,"Hoyt Yeatman, David P.I. James, Cormac Wibberley, Marianne Wibberley",3.5,Yes,3.5,3.5,3
Knowing,2009,"Action, Mystery, Science Fiction, Thriller",Alex Proyas,"Ryne Douglas Pearson, Juliet Snowden, Stiles White",3.5,Yes,3.5,3.5,3
Ghost Rider: Spirit of Vengeance,2011,"Action, Fantasy, Thriller",,"Scott M. Gimple, Seth Hoffman, David S. Goyer, Roy Thomas",3.5,Yes,3.5,3.5,3
Unstoppable,2010,"Action, Thriller",Tony Scott,Mark Bomback,4,Yes,4,4.5,4
Father of the Bride Part II,1995,"Comedy, Family",,"Nancy Meyers, Charles Shyer",3.5,Yes,3.5,3.5,3
Home Alone 3,1997,"Comedy, Family",Raja Gosnell,John Hughes,2,No,2,2.5,2
Home Sweet Home Alone,2021,"Family, Comedy",,"Mikey Day, Streeter Seidell, John Hughes",1.5,No,1.5,1.5,1
Aabra Ka Daabra,2004,"Fantasy, Family",Dheeraj Kumar,"Iqbal Katchi, J.k. Nirmal",1.5,No,1.5,1.5,1
Minsara Kanavu,1997,"Comedy, Romance, Drama",,"Rajiv Menon, V. C. Guhanathan",3.5,Yes,3.5,3.5,3
One Two Three,2008,Comedy,Billy Wilder,"Billy Wilder, I. A. L. Diamond",3.5,Yes,3.5,3.5,3
Krazzy 4,2008,"Comedy, Crime",,"Ashwni Dhir, Rakesh Roshan",3,No,3,3.5,3
Inferno,2016,"Mystery, Thriller, Action",Ron Howard,David Koepp,3.5,Yes,3.5,3.5,3
The Da Vinci Code,2006,"Thriller, Mystery",,Akiva Goldsman,4,Yes,4,4.5,4
Angels & Demons,2009,"Thriller, Mystery",Ron Howard,"Akiva Goldsman, David Koepp",3.5,Yes,3.5,3.5,3
The Darjeeling Limited,2007,"Adventure, Drama, Comedy",,"Wes Anderson, Jason Schwartzman, Roman Coppola",4.5,Yes,4.5,4.5,4
Aaja Nachle,2007,"Romance, Drama",Anil Mehta,"Aditya Chopra, Jaideep Sahni",2,No,2,2.5,2
Hijack,2008,"Action, Thriller, Crime",,Kim Kyung-chan,3.5,Yes,3.5,3.5,3
Ludo,2020,"Crime, Comedy",Anurag Basu,Anurag Basu,4,Yes,4,4.5,4
Stories by Rabindranath Tagore,2015,Not Found,,Not Found,4,Yes,4,4.5,4
My Cousin Vinny,1992,"Comedy, Drama",Jonathan Lynn,Dale Launer,4,Yes,4,4.5,4
Fantastic Mr. Fox,2009,"Adventure, Animation, Comedy, Family",,"Noah Baumbach, Wes Anderson",4,Yes,4,4.5,4
Cheeni Kum,2007,"Romance, Drama",R. Balki,R. Balki,4,Yes,4,4.5,4
Paa,2009,"Drama, Family",,R. Balki,3.5,Yes,3.5,3.5,3
Bey Yaar,2014,"Family, Comedy, Drama",Abhishek Jain,"Bhavesh Mandalia, Niren Bhatt",4.5,Yes,4.5,4.5,4
Student Of The Year,2012,"Comedy, Drama, Romance",,"Karan Johar, Renzil D'Silva",3,Yes,3,3.5,3
The Man Who Knew Infinity,2015,"Drama, History",Matt Brown,Matt Brown,3.5,Yes,3.5,3.5,3
Hotel Mumbai,2018,"Thriller, History, Drama, Action",,"Anthony Maras, John Collee",3,No,3,3.5,3
Hotel Chevalier,2007,"Drama, Romance",Wes Anderson,Wes Anderson,3,No,3,3.5,3
Cocktail,1988,"Romance, Drama, Comedy",,Heywood Gould,3.5,Yes,3.5,3.5,3
Kung Fu Panda 4,2024,"Animation, Family, Action, Comedy, Adventure, Fantasy",Mike Mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke, Ethan Reiff, Cyrus Voris",3.5,Yes,3.5,3.5,3
The Girl Next Door,2004,"Comedy, Romance",,"Brent Goldberg, David Wagner, Stuart Blumberg",3.5,Yes,3.5,3.5,3
Harold & Kumar Go to White Castle,2004,"Comedy, Adventure",Danny Leiner,"Hayden Schlossberg, Jon Hurwitz",4,Yes,4,4.5,4
Harold & Kumar Escape from Guantanamo Bay,2008,"Comedy, Adventure",,"Hayden Schlossberg, Jon Hurwitz",3.5,Yes,3.5,3.5,3
A Very Harold & Kumar Christmas,2011,Comedy,Todd Strauss-Schulson,"Hayden Schlossberg, Jon Hurwitz",3.5,Yes,3.5,3.5,3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,,"Sacha Baron Cohen, Dan Mazer, Anthony Hines, Peter Baynham, Todd Phillips",4.5,Yes,4.5,4.5,4
Son of the Mask,2005,"Fantasy, Comedy, Family, Adventure",Lawrence Guterman,Lance Khazei,3.5,Yes,3.5,3.5,3
The Royal Tenenbaums,2001,"Comedy, Drama",,"Wes Anderson, Owen Wilson",4,Yes,4,4.5,4
"Crazy, Stupid, Love.",2011,"Comedy, Drama, Romance",Glenn Ficarra,Dan Fogelman,3.5,Yes,3.5,3.5,3
The Talented Mr. Ripley,1999,"Thriller, Crime, Drama",,Anthony Minghella,4,Yes,4,4.5,4
The Adjustment Bureau,2011,"Science Fiction, Thriller, Romance",George Nolfi,George Nolfi,3.5,Yes,3.5,3.5,3
Prince of Persia: The Sands of Time,2010,"Adventure, Fantasy, Action",,"Doug Miro, Carlo Bernard, Boaz Yakin",3,Yes,3,3.5,3
Kedarnath,2018,Romance,Abhishek Kapoor,"Kanika Dhillon, Abhishek Kapoor",3.5,Yes,3.5,3.5,3
Mohenjo Daro,2016,"Adventure, Drama, History, Romance",,Ashutosh Gowariker,0.5,No,0.5,0.5,0
Atrangi Re,2021,"Romance, Comedy, Drama",Aanand L. Rai,Himanshu Sharma,2.5,No,2.5,2.5,2
Aashiqui,1990,"Drama, Romance, Music",,"Robin Bhatt, Akash Khurana",3.5,Yes,3.5,3.5,3
Dus,2005,"Action, Crime, Thriller",Anubhav Sinha,"Yash Keswani, Vinay, Yash Gawli",3,Yes,3,3.5,3
C Kkompany,2008,Comedy,,Unknown,3.5,Yes,3.5,3.5,3
Made In China,2019,Documentary,Marc Chica i JosÈ,Unknown,4.5,Yes,4.5,4.5,4
Boss,2013,"Action, Science Fiction, Thriller",,"Joe Carnahan, Chris Borey, Eddie Borey",2.5,No,2.5,2.5,2
Lingaa,2014,"Action, Comedy, Drama",K. S. Ravikumar,"K. S. Ravikumar, Pon Kumaran",3,Yes,3,3.5,3
Khandaani Shafakhana,2019,"Comedy, Drama",,Gautam Mehra,1.5,No,1.5,1.5,1
Darbar,2020,"Action, Drama, Thriller",A. R. Murugadoss,A. R. Murugadoss,3.5,Yes,3.5,3.5,3
Kabali,2016,"Action, Crime, Drama",,Pa. Ranjith,2.5,No,2.5,2.5,2
Table No. 21,2013,"Adventure, Thriller, Drama",Aditya Datt,"Shantanu Ray Chhibber, Shiirshak S. Anand, Abhijeet Deshpande, T. Rafael Cimino",4,Yes,4,4.5,4
Dum Maaro Dum,2011,"Action, Crime, Thriller",,Shridhar Raghavan,3.5,Yes,3.5,3.5,3
The Proposal,2009,"Comedy, Romance, Drama",Anne Fletcher,Peter Chiarelli,3,No,3,3.5,3
How to Lose a Guy in 10 Days,2003,"Comedy, Romance",,"Kristen Buckley, Brian Regan, Burr Steers",3.5,Yes,3.5,3.5,3
The Founder,2016,"Drama, History",John Lee Hancock,Robert D. Siegel,4,Yes,4,4.5,4
Animal,2023,"Action, Crime, Drama",,"Sandeep Reddy Vanga, Suresh Bandaru, Pranay Reddy Vanga",4,Yes,4,4.5,4
The Burning Train,1980,"Action, Thriller",Ravi Chopra,"Ravi Chopra, Kamleshwar",4.5,Yes,4.5,4.5,4
Mastizaade,2016,"Romance, Comedy",,Unknown,0.5,No,0.5,0.5,0
Apna Sapna Money Money,2006,Comedy,Sangeeth Sivan,Unknown,4,Yes,4,4.5,4
Kamaal Dhamaal Malamaal,2012,"Comedy, Drama",,Unknown,2.5,No,2.5,2.5,2
Bhaiaji Superhitt,2018,"Action, Thriller, Comedy",Neeraj Pathak,Neeraj Pathak,1.5,No,1.5,1.5,1
Journey Bombay to Goa,2007,"Adventure, Comedy, Drama",,Yunus Sajawal,4,Yes,4,4.5,4
Gulliver's Travels,2010,"Family, Comedy, Adventure, Fantasy",Rob Letterman,"Nicholas Stoller, Joe Stillman",2.5,No,2.5,2.5,2
Bottle Rocket,1993,"Comedy, Crime, Drama",,"Owen Wilson, Wes Anderson",4,Yes,4,4.5,4
Holiday Heist,2022,"Drama, TV Movie",Roger M. Bobb,Angela Burt-Murray,3,Yes,3,3.5,3
Murder Mubarak,2024,"Comedy, Crime, Thriller",,"Suprotim Sengupta, Gazal Dhaliwal",3,No,3,3.5,3
The Cook,2022,"Comedy, Horror",Gregg Simon,"Nicholas Bonomo, Dirk Van Fleet, Francisco Rodriguez",4,Yes,4,4.5,4
No Reservations,2007,"Comedy, Romance, Drama",,Carol Fuchs,3.5,Yes,3.5,3.5,3
Burnt,2015,Drama,John Wells,"Steven Knight, Michael Kalesniko",4.5,Yes,4.5,4.5,4
The Fighter,2010,Drama,,"Paul Tamasy, Eric Johnson, Scott Silver, Keith Dorrington",4,Yes,4,4.5,4
Mowgli: Legend of the Jungle,2018,"Adventure, Drama",Andy Serkis,Callie Kloves,2.5,No,2.5,2.5,2
The Jungle Book,2016,"Family, Adventure, Fantasy",,Justin Marks,2.5,No,2.5,2.5,2
Chef,2014,"Drama, Comedy, Family",Raja Menon,"Raja Menon, Ritesh Shah, Suresh Nair",4,Yes,4,4.5,4
Kabhi Alvida Naa Kehna,2006,"Drama, Romance",,"Shibani Bathija, Karan Johar",4,Yes,4,4.5,4
Chhota Chetan,1998,,Jijo Punnoose,Unknown,4,Yes,4,4.5,4
My Dear Kuttichathan,1984,"Adventure, Fantasy",,Raghunath Paleri,4,Yes,4,4.5,4
You've Got Mail,1998,"Comedy, Romance",Nora Ephron,"Delia Ephron, Nora Ephron",4,Yes,4,4.5,4
Gumraah,2023,"Crime, Action, Thriller",,"Aseem Arora, Magizh Thirumeni",4,Yes,4,4.5,4
Monkey Man,2024,"Action, Thriller",Dev Patel,"Dev Patel, Paul Angunawela, John Collee",3.5,Yes,3.5,3.5,3
The Omen,1976,"Horror, Thriller",,David Seltzer,5,Yes,5,5,5
Blended,2014,"Comedy, Romance",Frank Coraci,"Clare Sera, Ivan Menchell",4,Yes,4,4.5,4
Bad Teacher,2011,Comedy,,"Gene Stupnitsky, Lee Eisenberg",3,No,3,3.5,3
Amar Singh Chamkila,2024,"Drama, Music",Imtiaz Ali,"Imtiaz Ali, Sajid Ali",4,Yes,4,4.5,4
Thai Massage,2022,"Comedy, Drama",,Mangesh Hadawale,3,No,3,3.5,3
Bride Wars,2009,"Comedy, Romance",Gary Winick,"Greg DePaul, Casey Wilson, June Diane Raphael",2.5,No,2.5,2.5,2
10 Things I Hate About You,1999,"Comedy, Romance, Drama",,"Karen McCullah, Kirsten Smith",3.5,Yes,3.5,3.5,3
...And Justice for All,1979,Drama,Norman Jewison,"Valerie Curtin, Barry Levinson",4,Yes,4,4.5,4
Premium Rush,2012,"Crime, Action, Thriller",,"David Koepp, John Kamps",3.5,Yes,3.5,3.5,3
Lost Ladies,2023,"Comedy, Drama, Romance",Kiran Rao,Sneha Desai,4,Yes,4,4.5,4
The Great Dictator,1940,"Comedy, War",,Charlie Chaplin,4,Yes,4,4.5,4
Vash,2023,Horror,Jagmeet Samundri,Unknown,4,Yes,4,4.5,4
Madgaon Express,2024,"Comedy, Drama",,Kunal Khemu,3,No,3,3.5,3
Shaitaan,2024,"Thriller, Horror",Vikas Bahl,"Aamil Keyan Khan, Krishnadev Yagnik",4.5,Yes,4.5,4.5,4
Unfrosted,2024,"Comedy, History",,"Spike Feresten, Jerry Seinfeld, Barry Marder, Andy Robin",4,Yes,4,4.5,4
Heeramandi,2024,Not Found,Not Found,Not Found,4,Yes,4,4.5,4
The Apartment,1960,"Comedy, Drama, Romance",,"Billy Wilder, I. A. L. Diamond",4,Yes,4,4.5,4
Seven Brides for Seven Brothers,1954,"Comedy, Drama, Western",Stanley Donen,"Albert Hackett, Frances Goodrich, Dorothy Kingsley, Stephen Vincent Benet",3.5,Yes,3.5,3.5,3
The Fall Guy,2024,"Action, Comedy, Romance",,Drew Pearce,2,No,2,2.5,2
The Godfather Part III,1990,"Crime, Drama, Thriller",Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo",4,Yes,4,4.5,4
The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama",,"Noah Baumbach, Wes Anderson",3.5,No,3.5,3.5,3
Mission Kashmir,2000,"Action, Drama, Thriller",Vidhu Vinod Chopra,"Suketu Mehta, Vidhu Vinod Chopra, Vikram Chandra, Abhijat Joshi, Atul Tiwari",3.5,No,3.5,3.5,3
Crew,2024,"Action, Comedy, Crime, Mystery",,Jonathan Tropper,3.5,Yes,3.5,3.5,3
Kantara,2022,"Action, Drama, Fantasy",Rishab Shetty,"Rishab Shetty, Anirudh Mahesh, Shanil Gowtham",5,Yes,5,5,5
Bramayugam,2024,"Horror, Thriller, Drama",,Rahul Sadasivan,5,Yes,5,5,5
Ocean's Eight,2018,"Crime, Comedy, Action",Gary Ross,"Gary Ross, Olivia Milch, George Clayton Johnson, Jack Golden Russell",3.5,Yes,3.5,3.5,3
Manthan,1976,Drama,,"Vijay Tendulkar, Verghese Kurien, Kaifi Azmi, Shyam Benegal",4,Yes,4,4.5,4
Ventilator,2018,"Drama, Comedy",Umang Vyas,Unknown,3.5,Yes,3.5,3.5,3
Jhamkudi,2024,Comedy,,Heath Bhatt,2,No,2,2.5,2
Thalapathi,1991,"Action, Crime, Drama",Mani Ratnam,Mani Ratnam,3.5,Yes,3.5,3.5,3
Munjya,2024,"Comedy, Horror",,"Yogesh Chandekar, Niren Bhatt",3.5,Yes,3.5,3.5,3
Bhediya,2022,"Horror, Comedy",Amar Kaushik,Niren Bhatt,4,Yes,4,4.5,4
Weird Science,1985,"Comedy, Fantasy, Science Fiction, Romance",,John Hughes,2.5,No,2.5,2.5,2
Bujji & Bhairava,2024,Not Found,Not Found,Not Found,2,No,2,2.5,2
Kalki 2898-AD,2024,"Drama, Action, Fantasy, Science Fiction",,Nag Ashwin,3.5,Yes,3.5,3.5,3
Big,1988,"Fantasy, Drama, Comedy",Penny Marshall,"Anne Spielberg, Gary Ross",3.5,Yes,3.5,3.5,3
BlackBerry,2023,"Comedy, Drama, History",,"Matt Johnson, Matthew Miller",4.5,Yes,4.5,4.5,4
Decalogue I,1989,"Drama, TV Movie",Krzysztof Kie?lowski,"Krzysztof Piesiewicz, Krzysztof Kie?lowski",5,Yes,5,5,5
Hazaaron Khwaishein Aisi,2003,Drama,,"Sudhir Mishra, Ruchi Narain, Shivkumar Subramaniam",4,Yes,4,4.5,4
Garfield,2004,"Comedy, Family",Peter Hewitt,"Alec Sokolow, Joel Cohen",4.5,Yes,4.5,4.5,4
Ugly,2013,"Horror, Comedy, Drama",,Emilie Blichfeldt,3.5,Yes,3.5,3.5,3
Garfield: A Tail of Two Kitties,2006,"Comedy, Family, Adventure",Tim Hill,"Joel Cohen, Alec Sokolow, Jim Davis",3.5,Yes,3.5,3.5,3
Makdee,2002,"Family, Horror, Fantasy",,"Vishal Bhardwaj, Abbas Tyrewala",4,Yes,4,4.5,4
Matru Ki Bijlee Ka Mandola,2013,"Comedy, Drama",Vishal Bhardwaj,"Vishal Bhardwaj, Abhishek Chaubey",3.5,Yes,3.5,3.5,3
Wazir,2016,"Thriller, Action, Crime",,"Vidhu Vinod Chopra, Supriya Kelkar, Vikram Chandra, Suketu Mehta, Abhijat Joshi",4.5,Yes,4.5,4.5,4
The Wonderful Story of Henry Sugar and Three More,2024,"Comedy, Drama, Fantasy",Wes Anderson,Wes Anderson,3.5,Yes,3.5,3.5,3
The Garfield Movie,2024,"Family, Comedy, Adventure, Animation",,"Jim Davis, Mark Torgove, Paul A. Kaplan, David Reynolds",3.5,Yes,3.5,3.5,3
Kakuda,2024,"Comedy, Horror",Aditya Sarpotdar,"Chirag Garg, Avinash Dwivedi",3,Yes,3,3.5,3
Wreck-It Ralph,2012,"Family, Animation, Comedy, Adventure",,"Jennifer Lee, Phil Johnston, Jim Reardon, Rich Moore",4.5,Yes,4.5,4.5,4
Ted,2012,"Comedy, Fantasy",Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",4,Yes,4,4.5,4
The Best Exotic Marigold Hotel,2011,"Drama, Comedy",,Ol Parker,3.5,Yes,3.5,3.5,3
Lage Raho Gujjubhai,2007,"Comedy, Fantasy, Drama",Siddharth Randeria,Pravin Solanki,5,Yes,5,5,5
Black Friday,2004,"Horror, Comedy, Science Fiction",,Andy Greskoviak,5,Yes,5,5,5
Kali-Katha: The Prologue to Ugly,2014,,Anurag Kashyap,Unknown,3.5,Yes,3.5,3.5,3
Perfect Strangers,2016,Drama,,"Paolo Genovese, Paolo Costella, Rolando Ravello, Paola Mammini, Filippo Bologna",4,Yes,4,4.5,4
Raaz: The Mystery Continues...,2009,"Horror, Mystery",Mohit Suri,"Shagufta Rafique, Mohit Suri",3.5,Yes,3.5,3.5,3
Doc Hollywood,1991,"Comedy, Romance",,"Jeffrey Price, Daniel Pyne, Peter S. Seaman",3,Yes,3,3.5,3
Stuart Little,1999,"Family, Fantasy, Comedy, Adventure",Rob Minkoff,"M. Night Shyamalan, Greg Brooker",5,Yes,5,5,5
Stuart Little 2,2002,"Family, Adventure, Comedy",,"Douglas Wick, Bruce Joel Rubin, E.B. White",4.5,Yes,4.5,4.5,4
Stuart Little 3: Call of the Wild,2005,"Animation, Comedy, Family",Audu Paden,"E.B. White, Douglas Wick, Bob Shaw, Don McEnery",4.5,Yes,4.5,4.5,4
Traffic Signal,2007,Drama,,Sachin Yardi,4,Yes,4,4.5,4
Phir Aayi Hasseen Dillruba,2024,"Mystery, Thriller, Romance",Jayprad Desai,Kanika Dhillon,4,Yes,4,4.5,4
Stree 2,2024,"Horror, Comedy",,"Niren Bhatt, Krishna D.K., Raj Nidimoru",4.5,Yes,4.5,4.5,4
Khel Khel Mein,2024,"Comedy, Drama",Mudassar Aziz,"Sara Bodinar, Mudassar Aziz",3,Yes,3,3.5,3
Tere Naam,2003,"Action, Drama, Romance, Thriller",,"Jainendra Jain, Bala, Vijaysinh Gol",3,No,3,3.5,3
Vaastav,1999,"Action, Crime, Drama",Mahesh Manjrekar,Mahesh Manjrekar,4,Yes,4,4.5,4
Khajoor Pe Atke,2018,Comedy,,Harsh Chhaya,4,Yes,4,4.5,4
Buddha Mar Gaya,2007,Comedy,Rahul Rawail,"Anand Sivakumaran, Raju Saigal",4,Yes,4,4.5,4
The Railway Men - The Untold Story of Bhopal 1984,2023,Not Found,,Not Found,3,No,3,3.5,3
IC 814: The Kandahar Hijack,2024,Not Found,Not Found,Not Found,4,Yes,4,4.5,4
Mangalavaaram,2023,"Thriller, Mystery",,Ajay Bhupathi,0.5,No,0.5,0.5,0
Berlin,2023,Documentary,ﬁorsteinn JÛnsson,ﬁorsteinn JÛnsson,2.5,No,2.5,2.5,2
Karwaan,2018,"Adventure, Comedy",,"Adhir Bhat, Bejoy Nambiar, Akarsh Khurana",5,Yes,5,5,5
Archangel,2005,"Horror, Thriller",Bryan Edward Hill,Bryan Edward Hill,2.5,No,2.5,2.5,2
In Time,2011,"Action, Thriller, Science Fiction",,Andrew Niccol,2,No,2,2.5,2
Bhoothakaalam,2022,"Thriller, Mystery, Horror",Rahul Sadasivan,"Rahul Sadasivan, Sreekumar Shreyas",4,Yes,4,4.5,4
Megalopolis,2024,"Science Fiction, Drama, Fantasy",,Francis Ford Coppola,5,Yes,5,5,5
Mimi,2021,"Comedy, Drama",Laxman Utekar,"Rohan Shankar, Laxman Utekar",2,No,2,2.5,2
Pati Patni Aur Woh,2019,"Comedy, Romance",,"Mudassar Aziz, Jasmeet K Reen",3,No,3,3.5,3
Mrs. Serial Killer,2020,Thriller,Shirish Kunder,Unknown,0.5,No,0.5,0.5,0
Khakee,2004,Action,,"Shridhar Raghavan, Rajkumar Santoshi, Ranjit Kapoor",3.5,Yes,3.5,3.5,3
Tezz,2012,"Drama, Action, Thriller",Priyadarshan,Robin Bhatt,3.5,Yes,3.5,3.5,3
Student of the Year 2,2019,"Romance, Comedy, Drama",,"Punit Malhotra, Aditya Pawar, Arshad Syed",0.5,No,0.5,0.5,0
Selfiee,2023,"Comedy, Drama",Raj Mehta,Rishabh Sharma,0.5,No,0.5,0.5,0
Paheli,2005,"Romance, Drama, Fantasy",,"Amol Palekar, Vijayadan Detha, Sandhya Gokhale",4,Yes,4,4.5,4
My Next Guest with David Letterman and Shah Rukh Khan,2019,Documentary,Michael Steed,Unknown,2,No,2,2.5,2
Ta Ra Rum Pum,2007,"Family, Comedy, Romance",,"Siddharth Anand, Habib Faisal",3,Yes,3,3.5,3
Humshakals,2014,Comedy,Sajid Khan,"Sajid Khan, Robin Bhatt, Akarsh Khurana, Adhir Bhatt",1,No,1,1.5,1
Bhoot Police,2021,"Adventure, Horror, Comedy",,"Pooja Ladha Surti, Pavan Kirpalani, Sumit Batheja",3,Yes,3,3.5,3
Baazaar,2018,"Crime, Drama, Thriller",Gauravv K. Chawla,"Parveez Sheikh, Nikkhil Advani, Aseem Arora",4,Yes,4,4.5,4
Paathshaala,2010,"Drama, Family",,Ahmed Khan,3,No,3,3.5,3
Soorarai Pottru,2020,"Drama, Action",Sudha Kongara Prasad,"Shalini Usha Devi, Sudha Kongara Prasad",3.5,Yes,3.5,3.5,3
Uri: The Surgical Strike,2019,"Action, Drama, War",,Aditya Dhar,3,Yes,3,3.5,3
Sharmaji Namkeen,2022,"Comedy, Drama",Hitesh Bhatia,"Hitesh Bhatia, Supratik Sen",2,No,2,2.5,2
Toofaan,2021,Drama,,Anjum Rajabali,1,No,1,1.5,1
Khiladi 786,2012,"Action, Comedy",Ashish R. Mohan,Himesh Reshammiya,2,No,2,2.5,2
Prassthanam,2019,"Action, Drama",,Unknown,4,Yes,4,4.5,4
